new_code_raw	old_code_raw	new_comment_raw	old_comment_raw	label	pre_label	AST_level	line_counts	new_code_token_num
"public static int[] getViewToHeaderBodyPosition(JTextArea view, String header, int start, int end) { validateView(view); validateHeader(header); validateStartEnd(start, end); if (!isValidStartEndForLength(start, end, view.getDocument().getLength())) { return INVALID_POSITION; } int excessChars = 0; int pos = 0; while ((pos = header.indexOf(""\r\n"", pos)) != -1) { pos += 2; ++excessChars; } if (start + excessChars < header.length()) { int[] position = getViewToHeaderPositionImpl(view, start, end); if (position[1] > header.length()) { position[1] = header.length(); } return position; } int finalStartPos = start + excessChars - header.length(); int finalEndPos = end + excessChars - header.length(); return new int[] { finalStartPos, finalEndPos, 0 }; }"	"    public static int[] getViewToHeaderBodyPosition(JTextArea view, String header, int start, int end) {
        validateView(view);
        validateHeader(header);
        validateStartEnd(start, end, view.getDocument().getLength());

        int excessChars = 0;
        int pos = 0;
        while ((pos = header.indexOf(""\r\n"", pos)) != -1) {
            pos += 2;
            ++excessChars;
        }

        if (start + excessChars < header.length()) {
            int[] position = getViewToHeaderPositionImpl(view, start, end);
            if (position[1] > header.length()) {
                position[1] = header.length();
            }
            return position;
        }

        int finalStartPos = start + excessChars - header.length();
        int finalEndPos = end + excessChars - header.length();
        return new int[] { finalStartPos, finalEndPos, 0 };
    }
"	@return the positions offset for the header or, 3 positions, for after the body (the third position is just to indicate that it's the body, the value is meaningless), or  #INVALID_POSITION if the  start or  end is greater than the length of the  view	@return the positions offset for the header or, 3 positions, for after the body (the third position is just to indicate that it's the body, the value is meaningless)	1	0	11	29	185
"static HintStrategyTable createHintStrategies(HintStrategyTable.Builder builder) { return builder .hintStrategy(""no_hash_join"", HintPredicates.JOIN) .hintStrategy(""time_zone"", HintPredicates.SET_VAR) .hintStrategy(""REPARTITION"", HintPredicates.SET_VAR) .hintStrategy(""index"", HintPredicates.TABLE_SCAN) .hintStrategy(""properties"", HintPredicates.TABLE_SCAN) .hintStrategy( ""resource"", HintPredicates.or( HintPredicates.PROJECT, HintPredicates.AGGREGATE, HintPredicates.CALC)) .hintStrategy(""AGG_STRATEGY"", HintStrategyTable.strategyBuilder(HintPredicates.AGGREGATE) .optionChecker( (hint, errorHandler) -> errorHandler.check( hint.listOptions.size() == 1 && (hint.listOptions.get(0).equalsIgnoreCase(""ONE_PHASE"") || hint.listOptions.get(0).equalsIgnoreCase(""TWO_PHASE"")), ""Hint {} only allows single option, "" + ""allowed options: [ONE_PHASE, TWO_PHASE]"", hint.hintName)).build()) .hintStrategy(""use_hash_join"", HintPredicates.and(HintPredicates.JOIN, joinWithFixedTableName())) .hintStrategy(""use_merge_join"", HintStrategyTable.strategyBuilder( HintPredicates.and(HintPredicates.JOIN, joinWithFixedTableName())) .excludedRules(EnumerableRules.ENUMERABLE_JOIN_RULE).build()) .build(); }"	"    static HintStrategyTable createHintStrategies(HintStrategyTable.Builder builder) {
      return builder
        .hintStrategy(""no_hash_join"", HintStrategies.JOIN)
        .hintStrategy(""time_zone"", HintStrategies.SET_VAR)
        .hintStrategy(""REPARTITION"", HintStrategies.SET_VAR)
        .hintStrategy(""index"", HintStrategies.TABLE_SCAN)
        .hintStrategy(""properties"", HintStrategies.TABLE_SCAN)
        .hintStrategy(
            ""resource"", HintStrategies.or(
            HintStrategies.PROJECT, HintStrategies.AGGREGATE, HintStrategies.CALC))
        .hintStrategy(""AGG_STRATEGY"",
            HintStrategyTable.entryBuilder(HintStrategies.AGGREGATE)
                .optionChecker(
                    (hint, errorHandler) -> errorHandler.check(
                    hint.listOptions.size() == 1
                        && (hint.listOptions.get(0).equalsIgnoreCase(""ONE_PHASE"")
                        || hint.listOptions.get(0).equalsIgnoreCase(""TWO_PHASE"")),
                    ""Hint {} only allows single option, ""
                        + ""allowed options: [ONE_PHASE, TWO_PHASE]"",
                    hint.hintName)).build())
        .hintStrategy(""use_hash_join"",
          HintStrategies.and(HintStrategies.JOIN, joinWithFixedTableName()))
        .hintStrategy(""use_merge_join"",
            HintStrategyTable.entryBuilder(
                HintStrategies.and(HintStrategies.JOIN, joinWithFixedTableName()))
                .excludedRules(EnumerableRules.ENUMERABLE_JOIN_RULE).build())
        .build();
    }
"	@return HintStrategyTable instance	@return HintStrategyTable instance	0	1	14	29	216
@NonNull protected SCMProbe createProbe(@NonNull final SCMHead head, @CheckForNull final SCMRevision revision) throws IOException { throw new AbstractMethodError(); }	"@CheckForNull
protected SCMProbe createProbe(@NonNull final SCMHead head, @CheckForNull final SCMRevision revision) throws IOException {
    return null;
}"	@return the {@link SCMSourceCriteria.Probe}.	@return the {@link SCMSourceCriteria.Probe} or {@code null} if this source cannot be probed.	1	0	5	4	28
public static float convertDpToPixel(float dp, Context context) { float scale = context.getResources().getDisplayMetrics().density; return dp * scale + 0.5f; }	"    public static float convertDpToPixel(float dp, Context context){
        Resources resources = context.getResources();
        DisplayMetrics metrics = resources.getDisplayMetrics();
        float px = dp * ((float)metrics.densityDpi / DisplayMetrics.DENSITY_DEFAULT);
        return px;
    }
"	@return A float value to represent px equivalent to dp depending on device density	@return A float value to represent px equivalent to dp depending on device density	0	1	6	5	32
public static int getOrientation(InputStream is) { try { int length = moveToAPP1EXIF(is); if (length == 0) { return ExifInterface.ORIENTATION_UNDEFINED; } return TiffUtil.readOrientationFromTIFF(is, length); } catch (IOException ioe) { return ExifInterface.ORIENTATION_UNDEFINED; } }	"  public static int getOrientation(InputStream is) {
    try {
      int length = moveToAPP1EXIF(is);
      if (length == 0) {
        return 0; // unknown orientation
      }
      return TiffUtil.readOrientationFromTIFF(is, length);
    } catch (IOException ioe) {
      return 0;
    }
  }
"	@return orientation: 1/8/3/6. Returns  android.media.ExifInterface#ORIENTATION_UNDEFINED if there is no valid orientation information.	@return orientation: 1/8/3/6. Returns 0 if there is no valid orientation information.	1	0	7	12	51
public EAttribute getChange_State() { return (EAttribute) changeEClass.getEStructuralFeatures().get(NUM); }	"public EReference getChange_State() {
    return (EReference) changeEClass.getEStructuralFeatures().get(NUM);
}"	@return the meta object for the attribute '<em>State</em>'.	@return the meta object for the containment reference '<em>State</em>'.	1	0	7	3	20
public Vector<QueueItem> getQueue() { return queue; }	"    public Vector getQueue() {
        return queue;
    }
"	@return Returns the queue.	@return Returns the queue.	0	1	5	4	11
public static By partialLinkText(final String partialLinkText) { return new ByPartialLinkText(partialLinkText); }	"public static By partialLinkText(final String linkText) {
    if (linkText == null)
        throw new IllegalArgumentException(STR);
    return new ByPartialLinkText(linkText);
}"	@return a By which locates A elements that contain the given link text	@return A By which locates A elements that contain the given text.	1	0	5	3	18
"public ArrayList<TextView> clickLongInList(int line, int index){ if(config.commandLogging){ Log.d(config.commandLoggingTag, ""clickLongInList(""+line+"", ""+index+"")""); } return clicker.clickInList(line, index, 0, true, 0); }"	"	public ArrayList<TextView> clickLongInList(int line, int index){
		if(config.commandLogging){
			Log.d(config.commandLoggingTag, ""clickLongInList(""+line+"", ""+index+"")"");
		}
		
		return clicker.clickInList(line, index, true, 0);
	}
"	@return an  ArrayList of the  TextView objects located in the list line	@return an ArrayList of the TextView objects located in the list line	0	1	11	8	59
"private boolean scrollScrollView(final ScrollView view, int direction){ if(view == null){ Log.e(TAG, ""ScrollView was null""); return false; } int height = view.getHeight(); height--; int scrollTo = -1; if (direction == DOWN) { scrollTo = height; } else if (direction == UP) { scrollTo = -height; } int originalY = view.getScrollY(); final int scrollAmount = scrollTo; inst.runOnMainSync(new Runnable(){ public void run(){ view.scrollBy(0, scrollAmount); } }); if (originalY == view.getScrollY()) { return false; } else{ return true; } }"	"	private boolean scrollScrollView(int direction, ArrayList<ScrollView> scrollViews){
		final ScrollView scroll = viewFetcher.getView(ScrollView.class, scrollViews);
		int scrollAmount = 0;
		
		if(scroll != null){
			int height = scroll.getHeight();
			height--;
			int scrollTo = 0;

			if (direction == DOWN) {
				scrollTo = (height);
			}

			else if (direction == UP) {
				scrollTo = (-height);
			}
			scrollAmount = scroll.getScrollY();
			scrollScrollViewTo(scroll,0, scrollTo);
			if (scrollAmount == scroll.getScrollY()) {
				return false;
			}
			else{
				return true;
			}
		}
		return false;
	}
"	@return  true if scrolling occurred, false if it did not	@return true if more scrolling can be done	1	0	9	38	130
static StringList parseImports(StringDict properties) { StringList outgoing = new StringList(); String importStr = properties.get(IMPORTS_PROPERTY); if (importStr != null) { String[] importList = PApplet.trim(PApplet.split(importStr, ',')); for (String importName : importList) { if (!importName.isEmpty()) { outgoing.append(importName); } } } return (outgoing.size() > 0) ? outgoing : null; }	"  static List<String> parseImports(String importStr) {
    List<String> outgoing = new ArrayList<String>();

    if (importStr != null) {
      String[] importList = PApplet.trim(PApplet.split(importStr, ','));
      for (String importName : importList) {
        outgoing.add(importName);
      }
    }
    return (outgoing.size() > 0) ? outgoing : null;
  }
"	@return null if no entries found	@return the list of imports that this contribution (library) contains.	1	0	11	15	88
"public Order placeOrder (Order body) throws ApiException { Object localVarPostBody = body; // create path and map variables String localVarPath = ""/store/order"".replaceAll(""\\{format\\}"",""json""); // query params List<Pair> localVarQueryParams = new ArrayList<Pair>(); // header params Map<String, String> localVarHeaderParams = new HashMap<String, String>(); // form params Map<String, String> localVarFormParams = new HashMap<String, String>(); String[] localVarContentTypes = { }; String localVarContentType = localVarContentTypes.length > 0 ? localVarContentTypes[0] : ""application/json""; if (localVarContentType.startsWith(""multipart/form-data"")) { // file uploading MultipartEntityBuilder localVarBuilder = MultipartEntityBuilder.create(); localVarPostBody = localVarBuilder.build(); } else { // normal form params } try { String localVarResponse = apiInvoker.invokeAPI(basePath, localVarPath, ""POST"", localVarQueryParams, localVarPostBody, localVarHeaderParams, localVarFormParams, localVarContentType); if(localVarResponse != null){ return (Order) ApiInvoker.deserialize(localVarResponse, """", Order.class); } else { return null; } } catch (ApiException ex) { throw ex; } }"	"  public Order  placeOrder (Order body) throws ApiException {
    Object postBody = body;
    

    // create path and map variables
    String path = ""/store/order"".replaceAll(""\\{format\\}"",""json"");

    // query params
    List<Pair> queryParams = new ArrayList<Pair>();
    // header params
    Map<String, String> headerParams = new HashMap<String, String>();
    // form params
    Map<String, String> formParams = new HashMap<String, String>();

    

    

    String[] contentTypes = {
      
    };
    String contentType = contentTypes.length > 0 ? contentTypes[0] : ""application/json"";

    if (contentType.startsWith(""multipart/form-data"")) {
      // file uploading
      MultipartEntityBuilder builder = MultipartEntityBuilder.create();
      

      HttpEntity httpEntity = builder.build();
      postBody = httpEntity;
    } else {
      // normal form params
      
    }

    try {
      String response = apiInvoker.invokeAPI(basePath, path, ""POST"", queryParams, postBody, headerParams, formParams, contentType);
      if(response != null){
        return (Order) ApiInvoker.deserialize(response, """", Order.class);
      }
      else {
        return null;
      }
    } catch (ApiException ex) {
      throw ex;
    }
  }
"	@return Order	@return Order	0	1	10	47	226
public GremlinPipeline<S, Vertex> V() { return this.add(new VerticesPipe()); }	"public T V() {
    return this.add(new VerticesPipe());
}"	@return the extended Pipeline	@return the extended FluentPipeline	1	0	7	3	20
public Options includeScalarTypes(boolean flag) { return new Options(this.includeIntrospectionTypes, flag, this.includeExtendedScalars, this.includeSchemaDefinition, this.includeDirectives, this.useAstDefinitions, this.descriptionsAsHashComments, this.comparatorRegistry); }	"        public Options includeScalarTypes(boolean flag) {
            return new Options(this.includeIntrospectionTypes, flag, this.includeExtendedScalars, this.includeSchemaDefinition, this.includeDirectives, this.useAstDefinitions, this.comparatorRegistry);
        }
"	@return options	@return options	0	1	6	4	37
public boolean isTa() { return curEdit_STR_Value.length() > TA_LENGTH || curEdit_STR_Value.indexOf(STR) > NUM; }	"public boolean isTa() {
    return curEdit_STR_Value.length() > TA_LENGTH;
}"	@return <code>true</code> if the edit-value is longer then <code>TA_LENGTH</code> chars or has a line break	@return <code>true</code> if the edit-value is longer then <code>TA_LENGTH</code> chars	1	0	7	3	22
"private Node parseTo(Set<Class<? extends TokenNode>> stopSet, TokenNode forWhat) { ImmutableList.Builder<Node> nodeList = ImmutableList.builder(); while (true) { Node currentNode = currentNode(); if (stopSet.contains(currentNode.getClass())) { break; } if (currentNode instanceof EofNode) { throw new ParseException( ""Reached end of file while parsing "" + forWhat.name(), forWhat.resourceName, forWhat.lineNumber); } Node parsed; if (currentNode instanceof TokenNode) { parsed = parseTokenNode(); } else { parsed = currentNode; nextNode(); } nodeList.add(parsed); } return Node.cons(forWhat.resourceName, forWhat.lineNumber, nodeList.build()); }"	"  private Node parseTo(Set<Class<? extends TokenNode>> stopSet, TokenNode forWhat) {
    ImmutableList.Builder<Node> nodeList = ImmutableList.builder();
    while (true) {
      Node currentNode = currentNode();
      if (stopSet.contains(currentNode.getClass())) {
        break;
      }
      if (currentNode instanceof EofNode) {
        throw new ParseException(
            ""Reached end of file while parsing "" + forWhat.name(), forWhat.lineNumber);
      }
      Node parsed;
      if (currentNode instanceof TokenNode) {
        parsed = parseTokenNode();
      } else {
        parsed = currentNode;
        nextNode();
      }
      nodeList.add(parsed);
    }
    return Node.cons(forWhat.lineNumber, nodeList.build());
  }
"	@return a Node that is the concatenation of the parsed subtrees	@return a Node that is the concatenation of the parsed subtrees	0	1	10	25	133
protected Chronology getChronology() { return iInstant.getChronology(); }	"public Chronology getChronology() {
    return iChronology;
}"	@return the chronology	@return the Chronology that the date is using	1	0	4	3	13
public CardViewWrapper getCardView() { return mCardView; }	"    public CommonCardView getCardView() {
        return mCardView;
    }
"	@return the complete View component	@return the complete View component	0	1	4	4	10
public double getRotY() { return Math.toDegrees(mOrientation.getRotationY()); }	"public double getRotY() {
    return mOrientation.getRotationY();
}"	@return double The yaw Euler angle in degrees.	@return double The yaw Euler angle.	1	0	5	3	17
public boolean isEmpty(){ return size <= 0; }	"    public boolean isEmpty(){
        return batchList.isEmpty();
    }
"	@return true if there are no pending messages	@return true if there are no pending messages	0	1	5	4	11
@Deprecated public static String getUserAgent() { return instance(); }	"public static String getUserAgent() {
    String webUserAgent = null;
    try {
        Class<?> sysResCls = Class.forName(STR);
        Field webUserAgentField = sysResCls.getDeclaredField(STR);
        Integer resId = (Integer) webUserAgentField.get(null);
        webUserAgent = NoHttp.getContext().getString(resId);
    } catch (Exception e) {
    }
    if (TextUtils.isEmpty(webUserAgent)) {
        webUserAgent = STR;
    }
    Locale locale = Locale.getDefault();
    StringBuffer buffer = new StringBuffer();
    final String version = Build.VERSION.RELEASE;
    if (version.length() > NUM) {
        buffer.append(version);
    } else {
        buffer.append(STR);
    }
    buffer.append(STR);
    final String language = locale.getLanguage();
    if (language != null) {
        buffer.append(language.toLowerCase(locale));
        final String country = locale.getCountry();
        if (!TextUtils.isEmpty(country)) {
            buffer.append(STR);
            buffer.append(country.toLowerCase(locale));
        }
    } else {
        buffer.append(STR);
    }
    if (STR.equals(Build.VERSION.CODENAME)) {
        final String model = Build.MODEL;
        if (model.length() > NUM) {
            buffer.append(STR);
            buffer.append(model);
        }
    }
    final String id = Build.ID;
    if (id.length() > NUM) {
        buffer.append(STR);
        buffer.append(id);
    }
    return String.format(webUserAgent, buffer, STR);
}"	@return String.	@return UA.	1	0	4	4	15
